University name,City,State,Nursing Degrees,Slug
VA Pittsburgh Healthcare System,pittsburgh-pa,pennsylvania,federally-funded-traineeship-residency; nurse-practitioner-residency,va-pittsburgh-healthcare-system
VA Eastern Colorado Healthcare System,aurora-co,colorado,federally-funded-traineeship-residency,va-eastern-colorado-healthcare-system
VA Puget Sound Health Care System,seattle-wa,washington,federally-funded-traineeship-residency; nurse-practitioner-residency,va-puget-sound-health-care-system
VA Tennessee Valley Healthcare System,nashville-tn,tennessee,federally-funded-traineeship-residency,va-tennessee-valley-healthcare-system
VA St. Louis Health Care System,st-louis-mo,missouri,employee-based-entry-to-practice-residency; federally-funded-traineeship-residency; nurse-practitioner-residency,va-st-louis-health-care-system
VA Southern Nevada Healthcare System,north-las-vegas-nv,nevada,nurse-practitioner-residency,va-southern-nevada-healthcare-system
White River Junction VA Medical Center,white-river-junction-vt,vermont,doctor-of-nursing; master-of-science-nursing,white-river-junction-va-medical-center
VA Western New York Healthcare System,buffalo-ny,new-york,doctor-of-nursing; master-of-science-nursing; bachelor-of-science-nursing,va-western-new-york-healthcare-system
VA South Texas Health Care System,san-antonio-tx,texas,nurse-practitioner-residency,va-south-texas-health-care-system
West Palm Beach VA Medical Center,west-palm-beach-fl,florida,doctor-of-nursing; master-of-science-nursing; bachelor-of-science-nursing,west-palm-beach-va-medical-center
