name,slug,pay,license
Blairstown,certified-nursing-assistant-per-diem-prn-blairstown-nj,26.11,cna
Blanding,certified-nursing-assistant-per-diem-prn-blanding-ut,27.12,cna
Bloomfield,certified-nursing-assistant-per-diem-prn-bloomfield-ct,26.89,cna
Bloomington,certified-nursing-assistant-per-diem-prn-bloomington-il,26.13,cna
Bloomington,certified-nursing-assistant-per-diem-prn-bloomington-in,25.47,cna
Bloomington,certified-nursing-assistant-per-diem-prn-bloomington-mn,26.10,cna
Bloomsburg PA,certified-nursing-assistant-per-diem-prn-bloomsburg-pa,25.21,cna
Blountstown,certified-nursing-assistant-per-diem-prn-blountstown-fl,20.43,cna
Blowing Rock NC,certified-nursing-assistant-per-diem-prn-blowing-rock-nc,21.49,cna
Blue River,certified-nursing-assistant-per-diem-prn-blue-river-or,27.12,cna
Blue Springs,certified-nursing-assistant-per-diem-prn-blue-springs-mo,25.84,cna
Bluffton,certified-nursing-assistant-per-diem-prn-bluffton-sc,25.23,cna
Bly,certified-nursing-assistant-per-diem-prn-bly-or,27.12,cna
Boardman,certified-nursing-assistant-per-diem-prn-boardman-or,27.12,cna
Boca Raton,certified-nursing-assistant-per-diem-prn-boca-raton-fl,20.43,cna
Boerne TX,certified-nursing-assistant-per-diem-prn-boerne-tx,20.43,cna
Bogata,certified-nursing-assistant-per-diem-prn-bogata-tx,20.43,cna
Boise City,certified-nursing-assistant-per-diem-prn-boise-city-id,25.45,cna
Boise ID,certified-nursing-assistant-per-diem-prn-boise-id,25.21,cna
Bolingbrook IL,certified-nursing-assistant-per-diem-prn-bolingbrook-il,20.43,cna
Bonham,certified-nursing-assistant-per-diem-prn-bonham-tx,20.43,cna
Bonifay,certified-nursing-assistant-per-diem-prn-bonifay-fl,20.43,cna
Bonita Springs FL,certified-nursing-assistant-per-diem-prn-bonita-springs-fl,20.43,cna
Bonners Ferry,certified-nursing-assistant-per-diem-prn-bonners-ferry-id,20.43,cna
Booker,certified-nursing-assistant-per-diem-prn-booker-tx,20.43,cna
Boone NC,certified-nursing-assistant-per-diem-prn-boone-nc,23.87,cna
Borger,certified-nursing-assistant-per-diem-prn-borger-tx,20.43,cna
Bossier City LA,certified-nursing-assistant-per-diem-prn-bossier-city-la,20.43,cna
Boston,certified-nursing-assistant-per-diem-prn-boston-ma,28.40,cna
Bothell,certified-nursing-assistant-per-diem-prn-bothell-wa,25.65,cna
Boulder,certified-nursing-assistant-per-diem-prn-boulder-co,20.53,cna
Boulder City,certified-nursing-assistant-per-diem-prn-boulder-city-nv,25.21,cna
Bountiful,certified-nursing-assistant-per-diem-prn-bountiful-ut,27.12,cna
Bourbon MO,certified-nursing-assistant-per-diem-prn-bourbon-mo,20.43,cna
Bouse,certified-nursing-assistant-per-diem-prn-bouse-az,26.03,cna
Bowie,certified-nursing-assistant-per-diem-prn-bowie-md,26.00,cna
Bowie,certified-nursing-assistant-per-diem-prn-bowie-tx,20.43,cna
Bowling Green KY,certified-nursing-assistant-per-diem-prn-bowling-green-ky,23.87,cna
Bowling Green OH,certified-nursing-assistant-per-diem-prn-bowling-green-oh,25.85,cna
