name,slug,pay,license
South Jordan UT,medication-aide-certified-per-diem-prn-south-jordan-ut,25.74,ma-c
South Ogden UT,medication-aide-certified-per-diem-prn-south-ogden-ut,25.63,ma-c
South Salt Lake,medication-aide-certified-per-diem-prn-south-salt-lake-ut,25.55,ma-c
South Weber,medication-aide-certified-per-diem-prn-south-weber-ut,24.98,ma-c
Spanish Fork,medication-aide-certified-per-diem-prn-spanish-fork-ut,24.80,ma-c
Spanish Springs,medication-aide-certified-per-diem-prn-spanish-springs-nv,25.80,ma-c
Sparks,medication-aide-certified-per-diem-prn-sparks-nv,25.66,ma-c
Spring Valley,medication-aide-certified-per-diem-prn-spring-valley-nv,25.48,ma-c
Springdale,medication-aide-certified-per-diem-prn-springdale-ar,25.63,ma-c
Springfield OH,medication-aide-certified-per-diem-prn-springfield-oh,26.10,ma-c
Springville,medication-aide-certified-per-diem-prn-springville-ut,24.94,ma-c
St George,medication-aide-certified-per-diem-prn-st-george-ut,25.23,ma-c
Stow,medication-aide-certified-per-diem-prn-stow-oh,24.80,ma-c
Strongsville,medication-aide-certified-per-diem-prn-strongsville-oh,26.32,ma-c
Sulphur,medication-aide-certified-per-diem-prn-sulphur-la,25.15,ma-c
Summerlin South,medication-aide-certified-per-diem-prn-summerlin-south-nv,25.88,ma-c
Sun Valley,medication-aide-certified-per-diem-prn-sun-valley-nv,25.15,ma-c
Sunnyside UT,medication-aide-certified-per-diem-prn-sunnyside-ut,25.48,ma-c
Sunrise Manor,medication-aide-certified-per-diem-prn-sunrise-manor-nv,25.66,ma-c
Syracuse UT,medication-aide-certified-per-diem-prn-syracuse-ut,25.55,ma-c
Taylorsville,medication-aide-certified-per-diem-prn-taylorsville-ut,25.74,ma-c
Terrytown,medication-aide-certified-per-diem-prn-terrytown-la,25.80,ma-c
Texarkana,medication-aide-certified-per-diem-prn-texarkana-ar,25.43,ma-c
Toledo OH,medication-aide-certified-per-diem-prn-toledo-oh,25.55,ma-c
Toledo Southwyck,medication-aide-certified-per-diem-prn-toledo-southwyck-oh,25.71,ma-c
Tooele UT,medication-aide-certified-per-diem-prn-tooele-ut,24.94,ma-c
Toquerville,medication-aide-certified-per-diem-prn-toquerville-ut,26.13,ma-c
Tremonton,medication-aide-certified-per-diem-prn-tremonton-ut,26.10,ma-c
Trotwood,medication-aide-certified-per-diem-prn-trotwood-oh,25.29,ma-c
Troy,medication-aide-certified-per-diem-prn-troy-oh,25.74,ma-c
Trussville,medication-aide-certified-per-diem-prn-trussville-al,25.55,ma-c
Tuscaloosa,medication-aide-certified-per-diem-prn-tuscaloosa-al,25.39,ma-c
Upper Arlington,medication-aide-certified-per-diem-prn-upper-arlington-oh,26.24,ma-c
Van Buren,medication-aide-certified-per-diem-prn-van-buren-ar,26.10,ma-c
Vernal,medication-aide-certified-per-diem-prn-vernal-ut,25.68,ma-c
Vestavia Hills,medication-aide-certified-per-diem-prn-vestavia-hills-al,25.55,ma-c
